Institution,Q3_SATMath,Q7_ACTMath,Q15_CalculusNonAPFinalGrade,Q17_CalculusABFinalGrade,Q17_CalculusBCFinalGrade,Q18,Q26,Q29_Confident,Q48,Q60,Q3Post,Q4Post_NeverIntended,Q4Post_Major,Q4Post_Experience,Q4Post_OtherCourses,Q4Post_Time,Q4Post_Grade,Q4Post_Understand,Q5Post,Q6Post_Confident,Q18Post_AskedQs,Q18Post_Listened,Q18Post_Applications,Q18Post_Time,Q18Post_ProblemSolver,Q18Post_Explanations,Q18Post_Appointments,Q18Post_Discouraged,Q19Post_SpecificProblems,Q19Post_WorkTogether,Q19Post_Discussion,Q19Post_Presentations,Q19Post_Individually,Q19Post_Lecture,Q19Post_AskQuestions,Q19Post_ExplainThinking
100,NA,35,1,NA,NA,1,1,6,2,8,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,1,6,6,4,1,1,6,6,4
100,NA,23,NA,NA,NA,2,1,6,1,7,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,5,5,6,4,6,1,6,6,6,1,3,6,6,5
100,NA,27,NA,NA,NA,1,2,5,2,9,2,1,NA,NA,NA,NA,NA,NA,2,3,4,6,5,3,4,3,6,1,6,6,6,1,5,6,3,5
100,NA,24,NA,3,NA,2,1,6,2,1,3,NA,NA,NA,4,NA,NA,NA,1,6,5,5,6,5,4,5,5,1,6,6,5,1,1,6,5,1
100,NA,31,NA,4,NA,2,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,26,NA,3,NA,2,3,5,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,29,NA,5,NA,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,19,NA,NA,NA,1,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,610,32,NA,NA,NA,2,1,5,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,19,NA,NA,NA,1,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,29,NA,NA,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,2,1,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,1,1,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3,3,2,5,4,5,4,1,1,2,5,3,1
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,1,5,5,6,6,6,6,4,6,1,4,6,2,1,6,6,6,3
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,6,6
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,4,3,3,3,5,4,5,5,5,1,3,6,4,3
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,6,6,6,5,6,1,5,6,5,2,3,3,5,2
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,24,NA,NA,NA,2,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,590,NA,NA,NA,NA,1,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,26,NA,2,NA,2,1,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,32,NA,3,NA,2,1,6,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,6,6,6,6,6,6,1,6,1,6,1,1,6,6,6
82,NA,29,NA,1,NA,2,1,6,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,2,6,1,5,1,1,6,6,4
82,NA,25,NA,NA,3,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,31,NA,2,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,25,NA,NA,NA,2,1,5,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,24,NA,NA,NA,1,3,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,27,NA,NA,NA,2,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,34,NA,2,NA,2,1,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,6,6,4,5,5,6,1,6,1,2,1,4,6,5,4
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,4,5,5,5,4,5,5,5,1,6,1,1,1,6,6,6,1
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,6,6,6,4,4,6,4,4,1,2,1,6,6,2,1
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,6,6,6,6,6,6,6,6,1,5,1,6,6,6,3
82,NA,27,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,7,NA,2,1,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,28,NA,2,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,26,NA,2,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,35,NA,5,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,NA,NA,2,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,1,NA,NA,2,1,4,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,5,6,1,3,6,6,1,5,1,1,1,6,6,6,1
82,NA,31,1,NA,NA,2,1,6,1,6,2,NA,2,3,NA,NA,NA,NA,1,6,1,1,1,1,1,1,4,6,6,1,1,1,2,6,1,6
82,NA,30,NA,7,NA,2,2,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,2,4,4,NA,4,6,1,5,1,2,6,4,4
82,NA,25,NA,2,NA,2,2,5,1,6,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,5,5,3,3,2,5,3,6,1,1,1,1,6,6,6
82,NA,27,NA,NA,NA,1,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,5,5,4,5,6,2,6,1,4,1,3,5,5,6
82,670,NA,NA,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,33,NA,NA,NA,2,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,27,1,NA,NA,2,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,33,NA,2,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,34,5,NA,NA,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,33,NA,2,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,36,2,NA,NA,2,1,5,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,24,1,NA,NA,2,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,29,NA,NA,NA,2,1,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,32,NA,NA,NA,2,2,4,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,35,NA,1,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,2,2,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,24,NA,NA,NA,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,26,3,NA,NA,2,1,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,24,NA,NA,NA,2,1,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,899,29,NA,NA,4,2,1,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,28,5,NA,NA,2,2,5,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,630,31,NA,2,2,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,560,24,2,NA,NA,2,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,670,35,NA,8,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,610,27,3,3,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,670,NA,3,NA,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,NA,1,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,5,5,4,4,1,5,5,4,1,5,4,4,6
82,NA,34,NA,1,NA,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,4,5,4,6,1,5,2,4,1,5,6,6,6
82,NA,34,NA,2,NA,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,4,2,4,2,2,1,2,5,5,5
82,600,28,2,NA,NA,2,2,4,1,3,3,1,2,NA,4,5,NA,NA,3,2,5,5,5,3,4,5,NA,2,6,3,4,2,6,6,6,6
82,750,35,5,NA,NA,2,3,6,2,1,2,1,NA,NA,NA,NA,NA,NA,2,5,6,6,6,5,6,6,6,1,5,6,6,3,6,6,6,6
82,NA,32,NA,1,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,3,6,5,6,6,3,1,3,4,1,3,4,6,6,6
82,560,29,NA,NA,NA,2,3,4,2,12,3,NA,2,3,4,NA,NA,NA,3,5,4,5,5,3,4,3,5,2,3,3,5,3,3,6,5,5
82,NA,32,NA,1,NA,2,1,5,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,4,5,5,5,1,4,2,3,2,4,6,4,5
82,610,NA,NA,1,NA,2,1,6,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,5,5,4,4,5,2,4,2,5,1,2,6,6,6
82,NA,33,NA,NA,NA,2,1,2,2,1,2,NA,2,3,4,NA,NA,7,1,2,4,6,5,4,4,4,6,3,6,2,2,1,2,3,4,5
82,NA,34,2,NA,NA,2,1,4,1,1,2,NA,2,3,NA,5,NA,7,1,3,4,5,5,4,4,4,4,2,4,4,6,2,5,6,4,5
82,NA,31,NA,3,NA,2,1,5,1,6,3,NA,NA,NA,4,NA,NA,NA,3,5,5,6,5,6,6,6,5,2,1,2,6,3,1,6,6,6
82,640,28,7,NA,NA,2,1,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5
82,NA,35,NA,3,NA,2,3,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,5,6,5,6,6,5,1,5,4,6,1,4,5,6,6
82,NA,28,NA,1,NA,2,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,5,5,5,4,4,5,3,2,6,4,5,2,6,6,5,6
82,NA,28,2,NA,NA,2,1,6,2,9,2,NA,2,3,NA,NA,NA,7,1,2,3,3,4,3,3,3,4,4,5,1,1,1,4,6,2,4
82,NA,NA,NA,NA,NA,2,2,4,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,24,NA,5,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,34,NA,1,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,NA,NA,2,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,26,NA,NA,NA,2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,5,3,4,4,2,2,6,4,5,1,5,6,6,6
82,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,790,35,1,NA,NA,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,1,5,3,4,1,4,6,5,4
82,NA,29,3,3,NA,2,1,4,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,6,6,5,6,6,1,6,1,2,1,6,6,5,6
82,NA,28,NA,3,NA,2,1,5,2,1,2,1,NA,NA,NA,NA,NA,NA,2,5,6,6,6,6,6,6,6,6,6,3,6,3,6,6,6,6
82,NA,17,NA,NA,NA,2,1,5,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,6,6,6,6,5,1,6,1,2,1,2,6,3,1
82,NA,29,NA,NA,NA,2,1,6,1,7,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,6,6,6,6,6,1,6,2,3,1,6,6,5,6
82,NA,26,NA,NA,NA,2,1,5,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,6,3,5,5,6,1,5,1,1,1,1,6,5,2
82,690,32,2,2,NA,2,1,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,6,6,6,6,5,6,6,6,1,6,1,6,1,2,6,6,5
82,NA,21,1,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,31,NA,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,34,NA,NA,1,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,31,2,NA,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,26,NA,2,NA,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,36,NA,1,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,29,NA,6,8,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,34,8,8,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,34,NA,1,NA,2,1,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,21,3,NA,NA,2,2,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,29,NA,NA,NA,2,1,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,31,NA,2,NA,2,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,23,NA,NA,NA,2,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,31,NA,2,NA,2,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,1,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,24,NA,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,630,26,NA,2,NA,2,1,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,35,NA,2,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,30,NA,2,NA,2,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,6,6,5,6,6,6,1,4,2,1,1,6,5,5,5
82,NA,32,NA,3,NA,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1350,33,NA,2,2,1,1,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,2,1,6,1,12,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,3,3,3,5,5,1,5,5,6,3,6,6,5,6
87,NA,NA,NA,NA,NA,1,1,3,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,6,6,6,6,6,6,1,3,5,4,2,6,5,5,5
87,NA,NA,NA,NA,NA,1,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,1,6,3,5,2,5,6,6,6
87,NA,NA,NA,NA,NA,1,1,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,5,5,5,6,1,6,NA,3,1,4,6,6,6
87,NA,NA,NA,NA,NA,2,1,6,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,1,2,6,4,2,6,6,6,6
87,NA,NA,NA,NA,NA,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,4,6,6,6,6,6,6,6,1,6,6,5,1,4,6,6,4
87,NA,NA,NA,NA,NA,1,1,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,4,4,3,4,5,2,6,4,4,1,4,6,5,3
87,NA,NA,NA,NA,NA,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,2,5,5,5,4,4,4,4,4,4,4,4
87,NA,NA,NA,NA,NA,2,1,4,1,7,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,5,5,5,6,6,1,4,2,4,1,4,5,5,5
87,410,NA,NA,NA,NA,1,1,6,1,13,2,NA,NA,NA,4,NA,NA,NA,1,4,5,5,5,6,6,6,6,2,6,5,2,3,6,6,5,6
87,NA,NA,NA,NA,NA,2,3,5,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,6,6,6,6,6,6,1,5,5,5,1,5,6,6,6
87,NA,NA,NA,NA,NA,1,1,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,5,5,4,5,5,1,6,4,4,2,5,4,6,5
87,NA,NA,NA,NA,NA,1,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,4,6,6,4,5,5,4,1,6,2,6,2,5,6,6,6
87,NA,NA,NA,NA,NA,2,1,4,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,4,5,5,6,1,5,4,5,1,5,5,6,4
